"SECURITIES","ERROR CODE","NUM FLDS","OPT_EXPIRE_DT","OPT_STRIKE_PX","PX_BID","PX_MID","PX_ASK","OPT_PUT_CALL","DAYS_TO_MTY","TODAY_DT","OPT_DAYS_EXPIRE"
"SPX US 01/15/16 C1490 Index",0,9,"01/15/2016",1490.000000  ,551.700000  ,551.950000  ,552.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1495 Index",0,9,"01/15/2016",1495.000000  ,546.700000  ,546.950000  ,547.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1500 Index",0,9,"01/15/2016",1500.000000  ,541.700000  ,541.950000  ,542.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1505 Index",0,9,"01/15/2016",1505.000000  ,536.700000  ,536.950000  ,537.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1510 Index",0,9,"01/15/2016",1510.000000  ,531.700000  ,531.950000  ,532.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1515 Index",0,9,"01/15/2016",1515.000000  ,526.700000  ,526.950000  ,527.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1520 Index",0,9,"01/15/2016",1520.000000  ,521.800000  ,522.050000  ,522.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1525 Index",0,9,"01/15/2016",1525.000000  ,516.800000  ,517.050000  ,517.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1530 Index",0,9,"01/15/2016",1530.000000  ,511.800000  ,512.050000  ,512.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1535 Index",0,9,"01/15/2016",1535.000000  ,506.800000  ,507.050000  ,507.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1540 Index",0,9,"01/15/2016",1540.000000  ,501.800000  ,502.050000  ,502.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1545 Index",0,9,"01/15/2016",1545.000000  ,496.800000  ,497.050000  ,497.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1550 Index",0,9,"01/15/2016",1550.000000  ,491.800000  ,492.050000  ,492.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1555 Index",0,9,"01/15/2016",1555.000000  ,486.800000  ,487.050000  ,487.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1560 Index",0,9,"01/15/2016",1560.000000  ,481.800000  ,482.050000  ,482.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1565 Index",0,9,"01/15/2016",1565.000000  ,476.800000  ,477.050000  ,477.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1570 Index",0,9,"01/15/2016",1570.000000  ,471.800000  ,472.050000  ,472.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1575 Index",0,9,"01/15/2016",1575.000000  ,466.900000  ,467.150000  ,467.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1580 Index",0,9,"01/15/2016",1580.000000  ,461.900000  ,462.150000  ,462.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1585 Index",0,9,"01/15/2016",1585.000000  ,456.900000  ,457.150000  ,457.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1590 Index",0,9,"01/15/2016",1590.000000  ,451.900000  ,452.150000  ,452.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1595 Index",0,9,"01/15/2016",1595.000000  ,446.900000  ,447.150000  ,447.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1600 Index",0,9,"01/15/2016",1600.000000  ,441.900000  ,442.150000  ,442.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1605 Index",0,9,"01/15/2016",1605.000000  ,436.900000  ,437.150000  ,437.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1610 Index",0,9,"01/15/2016",1610.000000  ,431.900000  ,432.150000  ,432.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1615 Index",0,9,"01/15/2016",1615.000000  ,426.900000  ,427.150000  ,427.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1620 Index",0,9,"01/15/2016",1620.000000  ,421.900000  ,422.150000  ,422.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1625 Index",0,9,"01/15/2016",1625.000000  ,417.000000  ,417.250000  ,417.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1630 Index",0,9,"01/15/2016",1630.000000  ,412.000000  ,412.250000  ,412.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1635 Index",0,9,"01/15/2016",1635.000000  ,407.000000  ,407.250000  ,407.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1640 Index",0,9,"01/15/2016",1640.000000  ,402.000000  ,402.250000  ,402.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1645 Index",0,9,"01/15/2016",1645.000000  ,397.000000  ,397.250000  ,397.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1650 Index",0,9,"01/15/2016",1650.000000  ,392.000000  ,392.250000  ,392.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1655 Index",0,9,"01/15/2016",1655.000000  ,387.000000  ,387.250000  ,387.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1660 Index",0,9,"01/15/2016",1660.000000  ,382.000000  ,382.250000  ,382.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1665 Index",0,9,"01/15/2016",1665.000000  ,377.000000  ,377.250000  ,377.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1670 Index",0,9,"01/15/2016",1670.000000  ,372.000000  ,372.250000  ,372.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1675 Index",0,9,"01/15/2016",1675.000000  ,367.100000  ,367.350000  ,367.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1680 Index",0,9,"01/15/2016",1680.000000  ,362.100000  ,362.350000  ,362.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1685 Index",0,9,"01/15/2016",1685.000000  ,357.100000  ,357.350000  ,357.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1690 Index",0,9,"01/15/2016",1690.000000  ,352.100000  ,352.350000  ,352.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1695 Index",0,9,"01/15/2016",1695.000000  ,347.100000  ,347.350000  ,347.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1700 Index",0,9,"01/15/2016",1700.000000  ,342.100000  ,342.350000  ,342.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1705 Index",0,9,"01/15/2016",1705.000000  ,337.100000  ,337.350000  ,337.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1710 Index",0,9,"01/15/2016",1710.000000  ,332.100000  ,332.350000  ,332.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1715 Index",0,9,"01/15/2016",1715.000000  ,327.100000  ,327.350000  ,327.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1720 Index",0,9,"01/15/2016",1720.000000  ,322.200000  ,322.450000  ,322.700000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1725 Index",0,9,"01/15/2016",1725.000000  ,317.200000  ,317.450000  ,317.700000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1730 Index",0,9,"01/15/2016",1730.000000  ,312.200000  ,312.450000  ,312.700000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1735 Index",0,9,"01/15/2016",1735.000000  ,307.200000  ,307.450000  ,307.700000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1740 Index",0,9,"01/15/2016",1740.000000  ,302.200000  ,302.450000  ,302.700000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1745 Index",0,9,"01/15/2016",1745.000000  ,297.200000  ,297.450000  ,297.700000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1750 Index",0,9,"01/15/2016",1750.000000  ,292.300000  ,292.550000  ,292.800000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1755 Index",0,9,"01/15/2016",1755.000000  ,287.300000  ,287.550000  ,287.800000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1760 Index",0,9,"01/15/2016",1760.000000  ,282.300000  ,282.550000  ,282.800000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1765 Index",0,9,"01/15/2016",1765.000000  ,277.300000  ,277.550000  ,277.800000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1770 Index",0,9,"01/15/2016",1770.000000  ,272.300000  ,272.550000  ,272.800000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1775 Index",0,9,"01/15/2016",1775.000000  ,267.400000  ,267.650000  ,267.900000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1780 Index",0,9,"01/15/2016",1780.000000  ,262.400000  ,262.650000  ,262.900000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1785 Index",0,9,"01/15/2016",1785.000000  ,257.400000  ,257.650000  ,257.900000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1790 Index",0,9,"01/15/2016",1790.000000  ,252.400000  ,252.650000  ,252.900000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1795 Index",0,9,"01/15/2016",1795.000000  ,247.500000  ,247.750000  ,248.000000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1800 Index",0,9,"01/15/2016",1800.000000  ,242.500000  ,242.750000  ,243.000000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1805 Index",0,9,"01/15/2016",1805.000000  ,237.500000  ,237.750000  ,238.000000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1810 Index",0,9,"01/15/2016",1810.000000  ,232.600000  ,232.850000  ,233.100000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1815 Index",0,9,"01/15/2016",1815.000000  ,227.600000  ,227.850000  ,228.100000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1820 Index",0,9,"01/15/2016",1820.000000  ,222.700000  ,222.950000  ,223.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1825 Index",0,9,"01/15/2016",1825.000000  ,217.700000  ,217.950000  ,218.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1830 Index",0,9,"01/15/2016",1830.000000  ,212.800000  ,213.050000  ,213.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1835 Index",0,9,"01/15/2016",1835.000000  ,207.800000  ,208.050000  ,208.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1840 Index",0,9,"01/15/2016",1840.000000  ,202.900000  ,203.150000  ,203.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1845 Index",0,9,"01/15/2016",1845.000000  ,198.000000  ,198.250000  ,198.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1850 Index",0,9,"01/15/2016",1850.000000  ,193.000000  ,193.250000  ,193.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1855 Index",0,9,"01/15/2016",1855.000000  ,188.100000  ,188.350000  ,188.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1860 Index",0,9,"01/15/2016",1860.000000  ,183.200000  ,183.450000  ,183.700000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1865 Index",0,9,"01/15/2016",1865.000000  ,178.300000  ,178.550000  ,178.800000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1870 Index",0,9,"01/15/2016",1870.000000  ,173.400000  ,173.650000  ,173.900000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1875 Index",0,9,"01/15/2016",1875.000000  ,168.500000  ,168.750000  ,169.000000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1880 Index",0,9,"01/15/2016",1880.000000  ,163.600000  ,163.850000  ,164.100000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1885 Index",0,9,"01/15/2016",1885.000000  ,158.800000  ,159.050000  ,159.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1890 Index",0,9,"01/15/2016",1890.000000  ,153.900000  ,154.150000  ,154.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1895 Index",0,9,"01/15/2016",1895.000000  ,149.100000  ,149.350000  ,149.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1900 Index",0,9,"01/15/2016",1900.000000  ,144.300000  ,144.550000  ,144.800000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1905 Index",0,9,"01/15/2016",1905.000000  ,139.500000  ,139.750000  ,140.000000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1910 Index",0,9,"01/15/2016",1910.000000  ,134.700000  ,134.950000  ,135.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1915 Index",0,9,"01/15/2016",1915.000000  ,129.900000  ,130.150000  ,130.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1920 Index",0,9,"01/15/2016",1920.000000  ,125.200000  ,125.450000  ,125.700000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1925 Index",0,9,"01/15/2016",1925.000000  ,120.500000  ,120.750000  ,121.000000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1930 Index",0,9,"01/15/2016",1930.000000  ,115.800000  ,116.050000  ,116.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1935 Index",0,9,"01/15/2016",1935.000000  ,111.100000  ,111.350000  ,111.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1940 Index",0,9,"01/15/2016",1940.000000  ,106.500000  ,106.750000  ,107.000000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1945 Index",0,9,"01/15/2016",1945.000000  ,101.900000  ,102.150000  ,102.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1950 Index",0,9,"01/15/2016",1950.000000  ,97.300000  ,97.550000  ,97.800000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1955 Index",0,9,"01/15/2016",1955.000000  ,92.800000  ,93.050000  ,93.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1960 Index",0,9,"01/15/2016",1960.000000  ,88.300000  ,88.550000  ,88.800000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1965 Index",0,9,"01/15/2016",1965.000000  ,83.900000  ,84.150000  ,84.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1970 Index",0,9,"01/15/2016",1970.000000  ,79.500000  ,79.750000  ,80.000000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1975 Index",0,9,"01/15/2016",1975.000000  ,75.200000  ,75.450000  ,75.700000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1980 Index",0,9,"01/15/2016",1980.000000  ,71.000000  ,71.250000  ,71.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1985 Index",0,9,"01/15/2016",1985.000000  ,66.800000  ,67.050000  ,67.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1990 Index",0,9,"01/15/2016",1990.000000  ,62.600000  ,62.850000  ,63.100000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C1995 Index",0,9,"01/15/2016",1995.000000  ,58.600000  ,58.850000  ,59.100000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2000 Index",0,9,"01/15/2016",2000.000000  ,54.600000  ,54.850000  ,55.100000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2005 Index",0,9,"01/15/2016",2005.000000  ,50.700000  ,50.950000  ,51.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2010 Index",0,9,"01/15/2016",2010.000000  ,46.900000  ,47.150000  ,47.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2015 Index",0,9,"01/15/2016",2015.000000  ,43.300000  ,43.550000  ,43.800000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2020 Index",0,9,"01/15/2016",2020.000000  ,39.700000  ,39.950000  ,40.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2025 Index",0,9,"01/15/2016",2025.000000  ,36.200000  ,36.450000  ,36.700000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2030 Index",0,9,"01/15/2016",2030.000000  ,32.800000  ,33.050000  ,33.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2035 Index",0,9,"01/15/2016",2035.000000  ,29.500000  ,29.750000  ,30.000000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2040 Index",0,9,"01/15/2016",2040.000000  ,26.400000  ,26.650000  ,26.900000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2045 Index",0,9,"01/15/2016",2045.000000  ,23.400000  ,23.650000  ,23.900000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2050 Index",0,9,"01/15/2016",2050.000000  ,20.600000  ,20.850000  ,21.100000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2055 Index",0,9,"01/15/2016",2055.000000  ,18.000000  ,18.100000  ,18.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2060 Index",0,9,"01/15/2016",2060.000000  ,15.500000  ,15.600000  ,15.700000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2065 Index",0,9,"01/15/2016",2065.000000  ,13.200000  ,13.300000  ,13.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2070 Index",0,9,"01/15/2016",2070.000000  ,11.100000  ,11.200000  ,11.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2075 Index",0,9,"01/15/2016",2075.000000  ,9.300000  ,9.400000  ,9.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2080 Index",0,9,"01/15/2016",2080.000000  ,7.700000  ,7.800000  ,7.900000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2085 Index",0,9,"01/15/2016",2085.000000  ,6.200000  ,6.300000  ,6.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2090 Index",0,9,"01/15/2016",2090.000000  ,5.000000  ,5.100000  ,5.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2095 Index",0,9,"01/15/2016",2095.000000  ,4.000000  ,4.100000  ,4.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2100 Index",0,9,"01/15/2016",2100.000000  ,3.100000  ,3.200000  ,3.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2105 Index",0,9,"01/15/2016",2105.000000  ,2.450000  ,2.550000  ,2.650000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2110 Index",0,9,"01/15/2016",2110.000000  ,1.850000  ,1.950000  ,2.050000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2115 Index",0,9,"01/15/2016",2115.000000  ,1.400000  ,1.500000  ,1.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2120 Index",0,9,"01/15/2016",2120.000000  ,1.050000  ,1.150000  ,1.250000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2125 Index",0,9,"01/15/2016",2125.000000  ,0.750000  ,0.850000  ,0.950000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2130 Index",0,9,"01/15/2016",2130.000000  ,0.550000  ,0.650000  ,0.750000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2135 Index",0,9,"01/15/2016",2135.000000  ,0.400000  ,0.500000  ,0.600000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2140 Index",0,9,"01/15/2016",2140.000000  ,0.300000  ,0.400000  ,0.500000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2145 Index",0,9,"01/15/2016",2145.000000  ,0.200000  ,0.300000  ,0.400000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2150 Index",0,9,"01/15/2016",2150.000000  ,0.100000  ,0.200000  ,0.300000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2155 Index",0,9,"01/15/2016",2155.000000  ,0.050000  ,0.150000  ,0.250000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2160 Index",0,9,"01/15/2016",2160.000000  ,0.050000  ,0.150000  ,0.250000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2165 Index",0,9,"01/15/2016",2165.000000  ,0.050000  ,0.150000  ,0.250000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2170 Index",0,9,"01/15/2016",2170.000000  ,0.050000  ,0.150000  ,0.250000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2175 Index",0,9,"01/15/2016",2175.000000  ,0.050000  ,0.150000  ,0.250000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2180 Index",0,9,"01/15/2016",2180.000000  ,0.050000  ,0.150000  ,0.250000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2185 Index",0,9,"01/15/2016",2185.000000  ,0.050000  ,0.150000  ,0.250000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2190 Index",0,9,"01/15/2016",2190.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2195 Index",0,9,"01/15/2016",2195.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2200 Index",0,9,"01/15/2016",2200.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2205 Index",0,9,"01/15/2016",2205.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2210 Index",0,9,"01/15/2016",2210.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2215 Index",0,9,"01/15/2016",2215.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2220 Index",0,9,"01/15/2016",2220.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2225 Index",0,9,"01/15/2016",2225.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2230 Index",0,9,"01/15/2016",2230.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2235 Index",0,9,"01/15/2016",2235.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2240 Index",0,9,"01/15/2016",2240.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2245 Index",0,9,"01/15/2016",2245.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2250 Index",0,9,"01/15/2016",2250.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2255 Index",0,9,"01/15/2016",2255.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2260 Index",0,9,"01/15/2016",2260.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2265 Index",0,9,"01/15/2016",2265.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2270 Index",0,9,"01/15/2016",2270.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2275 Index",0,9,"01/15/2016",2275.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2280 Index",0,9,"01/15/2016",2280.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2285 Index",0,9,"01/15/2016",2285.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2290 Index",0,9,"01/15/2016",2290.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2295 Index",0,9,"01/15/2016",2295.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2300 Index",0,9,"01/15/2016",2300.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2325 Index",0,9,"01/15/2016",2325.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2350 Index",0,9,"01/15/2016",2350.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2375 Index",0,9,"01/15/2016",2375.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2400 Index",0,9,"01/15/2016",2400.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2450 Index",0,9,"01/15/2016",2450.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2500 Index",0,9,"01/15/2016",2500.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2550 Index",0,9,"01/15/2016",2550.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
"SPX US 01/15/16 C2600 Index",0,9,"01/15/2016",2600.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",14  ,"12/31/2015",15  ,
